0001,0001441504047975,$550.00
0002,0002392694247970,$550.00
0003,0003949658114797,$550.00
0004,0004334797481532,$550.00
0005,0005162447977727,$550.00
0006,0006947970356962,$550.00
0007,0007314447970646,$550.00
0008,0008479735601995,$550.00
0009,0009893434797907,$550.00
0010,0010479778929840,$550.00
0011,0011647975145483,$550.00
0012,0012479723438487,$550.00
0013,0013214871547975,$550.00
0014,0014047973246502,$550.00
0015,0015218147972535,$550.00
0016,0016447979029096,$550.00
0017,0017479725539980,$550.00
0018,0018022706847970,$550.00
0019,0019018479753385,$550.00
0020,0020865547973665,$550.00
0021,0021495447971950,$550.00
0022,0022491701479706,$550.00
0023,0023015947979001,$550.00
0024,0024922183147976,$550.00
0025,0025220479754425,$550.00
0026,0026479772273624,$550.00
0027,0027479743025252,$550.00
0028,0028648396479773,$550.00
0029,0029479745753698,$550.00
0030,0030531877954797,$550.00
0031,0031808307479764,$550.00
0032,0032280174479797,$550.00
0033,0033047975974846,$550.00
0034,0034724797845685,$550.00
0035,0035479752829131,$550.00
0036,0036447972816928,$550.00
0037,0037748998479779,$550.00
0038,0038399479728220,$550.00
0039,0039147973368096,$550.00
0040,0040744490547978,$550.00
0041,0041479757942711,$550.00
0042,0042806147972523,$550.00
0043,0043047974361680,$550.00
0044,0044214479766334,$550.00
0045,0045981861364797,$550.00
0046,0046479712473473,$550.00
0047,0047076479769085,$550.00
0048,0048073854797702,$550.00
0049,0049338041444797,$550.00
0050,0050954797980172,$550.00
0051,0051132915147976,$550.00
0052,0052479724559442,$550.00
0053,0053482732479711,$550.00
0054,0054479714104631,$550.00
0055,0055047976981407,$550.00
0056,0056479745026928,$550.00
0057,0057387247979423,$550.00
0058,0058108513947975,$550.00
0059,0059304747974580,$550.00
0060,0060888479746472,$550.00
0061,0061434797798090,$550.00
0062,0062479752844124,$550.00
0063,0063347978905707,$550.00
0064,0064294047975008,$550.00
0065,0065600813794797,$550.00
0066,0066479731917180,$550.00
0067,0067034302394797,$550.00
0068,0068878479706270,$550.00
0069,0069204797184401,$550.00
0070,0070280778694797,$550.00
0071,0071347973994130,$550.00
0072,0072610563744797,$550.00
0073,0073434479708771,$550.00
0074,0074944797646391,$550.00
0075,0075447976896257,$550.00
0076,0076748084797391,$550.00
0077,0077750423547974,$550.00
0078,0078995464479721,$550.00
0079,0079491565447976,$550.00
0080,0080140684797897,$550.00
0081,0081974797700047,$550.00
0082,0082910479707820,$550.00
0083,0083521314797213,$550.00
0084,0084702047971707,$550.00
0085,0085010147978711,$550.00
0086,0086347979688575,$550.00
0087,0087047977078436,$550.00
0088,0088547971828668,$550.00
0089,0089701457874797,$550.00
0090,0090741566147973,$550.00
0091,0091895524447971,$550.00
0092,0092479707793358,$550.00
0093,0093479781806974,$550.00
0094,0094479773066315,$550.00
0095,0095321524797237,$550.00
0096,0096479730089599,$550.00
0097,0097347972179908,$550.00
0098,0098702367547976,$550.00
0099,0099032995247972,$550.00
0100,0100144336324797,$550.00
0101,0101159230447971,$550.00
0102,0102559299479754,$550.00
0103,0103043479793847,$550.00
0104,0104370825479772,$550.00
0105,0105623047977998,$550.00
0106,0106479745681177,$550.00
0107,0107284479739711,$550.00
0108,0108507174479713,$550.00
0109,0109224797087368,$550.00
0110,0110638479782033,$550.00
0111,0111393479647970,$550.00
0112,0112825479704160,$550.00
0113,0113347972726493,$550.00
0114,0114343116479755,$550.00
0115,0115544797072532,$550.00
0116,0116124014797794,$550.00
0117,0117988784797107,$550.00
0118,0118047971126203,$550.00
0119,0119854797105959,$550.00
0120,0120633624797914,$550.00
0121,0121535772847970,$550.00
0122,0122178464797410,$550.00
0123,0123479372547971,$550.00
0124,0124976479784676,$550.00
0125,0125447970907958,$550.00
0126,0126479745058853,$550.00
0127,0127479786816915,$550.00
0128,0128741047975577,$550.00
0129,0129483147064797,$550.00
0130,0130447972573535,$550.00
0131,0131847972013133,$550.00
0132,0132305104797258,$550.00
0133,0133192672447976,$550.00
0134,0134307080747972,$550.00
0135,0135908147979778,$550.00
0136,0136059479763232,$550.00
0137,0137398965479755,$550.00
0138,0138085479797802,$550.00
0139,0139897479799287,$550.00
0140,0140551147975043,$550.00
0141,0141101216479707,$550.00
0142,0142236165874797,$550.00
0143,0143547970478916,$550.00
0144,0144534479752110,$550.00
0145,0145521275479754,$550.00
0146,0146884735479707,$550.00
0147,0147479758715968,$550.00
0148,0148247976333488,$550.00
0149,0149705954797728,$550.00
0150,0150207351134797,$550.00
0151,0151334797225646,$550.00
0152,0152820754797696,$550.00
0153,0153914479712026,$550.00
0154,0154838824797627,$550.00
0155,0155624492479726,$550.00
0156,0156447974580280,$550.00
0157,0157647979224480,$550.00
0158,0158479747135026,$550.00
0159,0159529479751700,$550.00
0160,0160804797581631,$550.00
0161,0161922724797776,$550.00
0162,0162837479797237,$550.00
0163,0163962847973360,$550.00
0164,0164479701330192,$550.00
0165,0165947973819435,$550.00
0166,0166714797900500,$550.00
0167,0167024148479704,$550.00
0168,0168154797248071,$550.00
0169,0169647970582337,$550.00
0170,0170270344797409,$550.00
0171,0171663747976160,$550.00
0172,0172360754797147,$550.00
0173,0173479719116717,$550.00
0174,0174782334797448,$550.00
0175,0175156014664797,$550.00
0176,0176583497479766,$550.00
0177,0177844797399333,$550.00
0178,0178479797342390,$550.00
0179,0179918479777626,$550.00
0180,0180888991014797,$550.00
0181,0181147976199202,$550.00
0182,0182057394797561,$550.00
0183,0183454797602257,$550.00
0184,0184593047976392,$550.00
0185,0185910271847976,$550.00
