0001,0001162219475588,,$450
0002,0002465094475547,,$450
0003,0003847557251891,,$450
0004,0004144833147554,,$450
0005,0005547552076747,,$450
0006,0006142247555717,,$450
0007,0007842654747551,,$450
0008,0008475551993411,,$450
0009,0009475555761060,,$450
0010,0010547553573985,,$450
0011,0011303394755507,,$450
0012,0012872347554671,,$450
0013,0013475579026448,,$450
0014,0014475547535000,,$450
0015,0015474402347556,,$450
0016,0016251304755119,,$450
0017,0017447550615949,,$450
0018,0018343974475577,,$450
0019,0019871661434755,,$450
0020,0020609247554825,,$450
0021,0021320615047550,,$450
0022,0022600347554720,,$450
0023,0023159475537035,,$450
0024,0024314755689157,,$450
0025,0025985264755042,,$450
0026,0026238952147553,,$450
0027,0027247555123991,,$450
0028,0028491817974755,,$450
0029,0029317891347555,,$450
0030,0030123475506291,,$450
0031,0031464755442164,,$450
0032,0032014755711732,,$450
0033,0033763447555327,,$450
0034,0034423475531602,,$450
0035,0035690547554350,,$450
0036,0036878475502570,,$450
0037,0037964804755198,,$450
0038,0038916580847552,,$450
0039,0039247556253120,,$450
0040,0040147555116020,,$450
0041,0041241499294755,,$450
0042,0042475532095036,,$450
0043,0043394755309535,,$450
0044,0044047557402213,,$450
0045,0045154755957965,,$450
0046,0046047559123346,,$450
0047,0047303897475585,,$450
0048,0048475567929294,,$450
0049,0049411475529495,,$450
0050,0050286387047557,,$450
0051,0051073747552998,,$450
0052,0052994755307301,,$450
0053,0053947552404555,,$450
0054,0054211475512000,,$450
0055,0055742474755132,,$450
0056,0056475548156154,,$450
0057,0057980006894755,,$450
0058,0058877947556292,,$450
0059,0059662754434755,,$450
0060,0060357475513110,,$450
0061,0061475592884377,,$450
0062,0062047551819835,,$450
0063,0063944595475590,,$450
0064,0064261147555753,,$450
0065,0065176475520647,,$450
0066,0066414755328883,,$450
0067,0067147550272466,,$450
0068,0068447552653361,,$450
0069,0069947557205807,,$450
0070,0070947555254314,,$450
0071,0071936347556259,,$450
0072,0072958475586679,,$450
0073,0073881475542911,,$450
0074,0074947550645050,,$450
0075,0075194547555811,,$450
0076,0076508434755723,,$450
0077,0077475548813307,,$450
0078,0078255375584755,,$450
0079,0079475565547013,,$450
0080,0080269015475527,,$450
0081,0081759324475578,,$450
0082,0082930475563060,,$450
0083,0083475520658896,,$450
0084,0084151044755034,,$450
0085,0085946184147555,,$450
0086,0086996275475576,,$450
0087,0087961096247550,,$450
0088,0088865049475555,,$450
0089,0089928475501150,,$450
0090,0090475534001605,,$450
0091,0091467134755397,,$450
0092,0092930534755498,,$450
0093,0093617304755959,,$450
0094,0094006544755128,,$450
0095,0095664961847551,,$450
0096,0096347558392229,,$450
0097,0097334634755729,,$450
0098,0098873390047553,,$450
0099,0099804253475543,,$450
0100,0100475597729038,,$450
0101,0101054475561291,,$450
0102,0102253214755961,,$450
0103,0103797587475519,,$450
0104,0104475522741867,,$450
0105,0105523547556839,,$450
0106,0106740647547550,,$450
0107,0107173067524755,,$450
0108,0108145474755185,,$450
0109,0109475510634313,,$450
0110,0110068475580991,,$450
0111,0111172647557882,,$450
0112,0112347554524715,,$450
0113,0113586347551751,,$450
0114,0114823523947558,,$450
0115,0115847555812383,,$450
0116,0116934755327185,,$450
0117,0117976475514040,,$450
0118,0118937644755605,,$450
0119,0119826983947550,,$450
0120,0120872475561141,,$450
0121,0121047554396737,,$450
0122,0122347558468264,,$450
0123,0123044447556978,,$450
0124,0124994755903785,,$450
0125,0125247558546228,,$450
0126,0126170464347556,,$450
0127,0127554377475507,,$450
0128,0128499747558051,,$450
0129,0129747550320758,,$450
0130,0130351444755913,,$450
0131,0131143047551416,,$450
0132,0132892134755648,,$450
0133,0133197700147558,,$450
0134,0134475579283228,,$450
0135,0135675752847550,,$450
0136,0136484755240204,,$450
0137,0137338475557764,,$450
0138,0138370401847556,,$450
